store_id;store_name;store_address;store_location;description
4055;STORE_4055;обл Московская,р-н Серпуховский,п Большевик,ул Спортивная,д 13;;
4056;STORE_4056;обл Московская,р-н Дмитровский,п Горки-25;;Дмитроввский
4057;STORE_4057;обл Ростовская,г Новочеркасск,пр-кт Парковый,д 7А;;
4058;STORE_4058;АО Ханты-Мансийский Автономный округ - Югра,г Мегион,ул Заречная,д 8;;
4059;STORE_4059;край Алтайский,г Новоалтайск,ул Космонавтов,д 16;;
4060;STORE_4060;обл Владимирская,р-н Гусь-Хрустальный,д Купреево,ул Школьная,д 7;;
4061;STORE_4061;Респ Крым,р-н Раздольненский,с Красноармейское,ул Октябрьская,д 1;;
4062;STORE_4062;край Ставропольский,г Ессентуки,ул Оборонная,д 45;;
4063;STORE_4063;Респ Крым,р-н Черноморский,с Красносельское,ул Ленина,д 11А;;временно не функционирует
4064;STORE_4064;обл Самарская,р-н Волжский,п Черновский,ул Советская,д 24;;
4065;STORE_4065;обл Челябинская,р-н Агаповский,п Буранный,ул Волынцева,д 1;;
4066;STORE_4066;Респ Крым,р-н Черноморский,с Северное,ул Ленина,д 1;;временно не функционирует
4067;STORE_4067;обл Московская,р-н Волоколамский,д Судниково,ул Зеленая,д 1А;;
4068;STORE_4068;обл Московская,р-н Волоколамский,д Клишино,ул Центральная,д 4;;
4069;STORE_4069;Респ Крым,р-н Черноморский,с Зоряное,ул Кирова,д 36;;
4070;STORE_4070;Респ Крым,р-н Черноморский,с Артемовка,ул Виноградная,д 49А;;
4071;STORE_4071;Респ Крым,р-н Раздольненский,с Огни,ул Комарова,д 13;;
4072;STORE_4072;обл Воронежская,р-н Павловский,с Березки,ул Центральная,д 14;;
4073;STORE_4073;обл Воронежская,р-н Павловский,с Бабка,ул Центральная,д 44;;
4074;STORE_4074;Респ Калмыкия,р-н Ики-Бурульский,п Ики-Бурул,ул Октябрьская,д 2;;
4075;STORE_4075;обл Московская,р-н Люберецкий,рп Октябрьский,ул Текстильщиков,д 5А;;
4076;STORE_4076;Респ Крым,р-н Раздольненский,с Чехово,ул Водная,д 20;;
4077;STORE_4077;обл Кемеровская,г Белово,ул 1 Боевая,д 30;;
4078;STORE_4078;обл Московская,рп Серебряные Пруды,с Мочилы,ул Школьная,д 10;;
4079;STORE_4079;обл Кемеровская,г Белово,пгт Грамотеино,ул 7 Ноября,д 16;;
4080;STORE_4080;Респ Крым,р-н Раздольненский,с Сенокосное,ул Садовая,д 1А;;
4081;STORE_4081;обл Московская,г Протвино,ул Ленина,д 8;;
4082;STORE_4082;обл Тверская,р-н Зубцовский,г Зубцов,ул Тверская,д 20;;
4083;STORE_4083;Респ Крым,р-н Раздольненский,с Кропоткино,ул Гагарина,д 20;;
4084;STORE_4084;обл Воронежская,г Нововоронеж,пл Ленина,д 1;;
4085;STORE_4085;край Алтайский,р-н Залесовский,с Залесово,ул Коммунистическая,д 51;;
4086;STORE_4086;край Алтайский,р-н Залесовский,с Черемушкино,ул Николаева,д 18;;
4087;STORE_4087;край Алтайский,р-н Залесовский,с Борисово,ул Молодежная,д 4;;
4088;STORE_4088;край Алтайский,р-н Залесовский,с Думчево,ул Школьная,д 38;;
4089;STORE_4089;край Алтайский,р-н Залесовский,с Гуниха,ул Октябрьская,д 20А;;
4090;STORE_4090;край Алтайский,р-н Залесовский,с Кордон,ул Школьная,д 22;;
4091;STORE_4091;край Алтайский,р-н Залесовский,с Талица,ул Центральная,д 4;;
4092;STORE_4092;край Алтайский,р-н Залесовский,с Большой Калтай,ул Советская,д 17;;
4093;STORE_4093;АО Ханты-Мансийский Автономный округ - Югра,г Когалым,ул Северная,д 1А;;
4094;STORE_4094;край Алтайский,р-н Залесовский,с Малый Калтай,ул Молодежная,д 18;;
4095;STORE_4095;край Алтайский,р-н Залесовский,с Муравей,ул Центральная,д 22;;
4096;STORE_4096;край Алтайский,р-н Залесовский,с Тундриха,ул Комсомольская,д 10;;
4097;STORE_4097;край Алтайский,р-н Залесовский,с Заплывино,ул 50 лет Алтайского,д 33;;
4098;STORE_4098;край Алтайский,р-н Залесовский,с Шатуново,ул Партизанская,д 4;;
4099;STORE_4099;край Алтайский,р-н Залесовский,с Залесово,ул Крупской,д 4А;;
4100;STORE_4100;обл Кемеровская,р-н Яйский,пгт Яя,пер Юбилейный,д 3;;
4101;STORE_4101;обл Магаданская,р-н Тенькинский,п Усть-Омчуг,ул Победы,д 21;;
4102;STORE_4102;Респ Крым,р-н Раздольненский,с Аврора,ул Гагарина,д 1А;;
4103;STORE_4103;Респ Крым,р-н Раздольненский,с Орловка,ул 40 лет Победы,д 23;;
4104;STORE_4104;край Ставропольский,р-н Благодарненский,с Каменная Балка,ул Школьная,д 22;;
4105;STORE_4105;обл Московская,г Краснознаменск,пл Ленина,д 1;;
4106;STORE_4106;обл Тверская,г Тверь,п Литвинки;;
4107;STORE_4107;край Ставропольский,р-н Труновский,п Кирова,ул Комарова,д 22;;
4108;STORE_4108;обл Московская,г.о. Мытищи,д Красная Горка,ул Светлая,16;;
4109;STORE_4109;Респ Крым,р-н Красноперекопский,с Полтавское,ул Виноградная,д 18;;
4110;STORE_4110;обл Московская,г.о. Мытищи,д Новосельцево,ул Центральная,стр 83;;
4111;STORE_4111;обл Тверская,пгт Озерный,ул Победы,д 2;;
4112;STORE_4112;Респ Крым,р-н Красноперекопский,с Курганное,ул Будённого,д 16;;
4113;STORE_4113;обл Кировская,р-н Котельничский,г Котельнич,ул Победы,д 40;;
4114;STORE_4114;край Ставропольский,р-н Труновский,с Труновское,ул Ленина,д 4В;;
4115;STORE_4115;обл Московская,р-н Орехово-Зуевский,г Куровское,ул Вокзальная,д 7;;
4116;STORE_4116;Респ Крым,р-н Красноперекопский,с Новоивановка,ул Смоленская,д 1;;
4117;STORE_4117;обл Московская,р-н Волоколамский,с Спасс,ул Центральная,д 47;;
4118;STORE_4118;край Ставропольский,р-н Георгиевский,с Новозаведенное,ул Кооперативная,д 1а;;
4119;STORE_4119;Респ Ингушетия,г Магас,ул К.Кулиева,д 30;;
4120;STORE_4120;АО Ханты-Мансийский Автономный округ - Югра,г Когалым,ул Степана Повха,д 11;;
4121;STORE_4121;Респ Крым,р-н Раздольненский,с Кукушкино,ул Шевченко,д 28;;
4122;STORE_4122;обл Московская,р-н Люберецкий,г Люберцы,пр-кт Октябрьский,д 200;;
4123;STORE_4123;обл Воронежская,р-н Воробьевский,с Воробьевка,пл Свободы,д 3;;
4124;STORE_4124;обл Орловская,г Мценск,ул Советская,д 24А;;
4125;STORE_4125;край Ставропольский,р-н Новоалександровский,п Светлый,ул Советская,д 9А;;
4126;STORE_4126;обл Московская,р-н Воскресенский,д Елкино,ул Советская,д 84;;
4127;STORE_4127;обл Челябинская,г Озерск,ул Свердлова,д 42;;
4128;STORE_4128;обл Московская,р-н Воскресенский,рп Хорлово,ул Интернациональная,д 4;;
4129;STORE_4129;Респ Крым,р-н Раздольненский,с Ботаническое,ул Дубинина,д 12;;
4130;STORE_4130;край Ставропольский,г Георгиевск,ул Луначарского,д 41;;
4131;STORE_4131;обл Московская,р-н Воскресенский,рп Хорлово,пл Ленина,д 3;;
4132;STORE_4132;Респ Крым,р-н Раздольненский,с Славное,ул Ленина,д 13;;
4133;STORE_4133;обл Кемеровская,р-н Прокопьевский,с Большая Талда,ул Вахрушева,д 31;;
4134;STORE_4134;г Москва,г Москва,аллея Песочная,д 30;;
4135;STORE_4135;обл Кемеровская,р-н Прокопьевский,п Ясная Поляна,ул Школьная,д 12;;
4136;STORE_4136;край Ставропольский,р-н Благодарненский,с Бурлацкое,ул Красная,д 91;;
4137;STORE_4137;обл Московская,г Рошаль,ул Советская,д 36;;
4138;STORE_4138;обл Кемеровская,г Анжеро-Судженск,пер Аптекарский,д 2;;
4139;STORE_4139;край Краснодарский,г Краснодар,х Копанской,ул Центральная,д 16/1;;
4140;STORE_4140;обл Московская,р-н Ногинский,д Молзино,ул Советская,д 61;;
4141;STORE_4141;обл Самарская,г Сызрань,ул Нефтебазная,д 11А;;
4142;STORE_4142;обл Московская,р-н Солнечногорский,г Солнечногорск,ул Красная,д 113;;
4143;STORE_4143;Респ Крым,р-н Раздольненский,с Березовка,ул Гагарина,д 60;;
4144;STORE_4144;край Ставропольский,р-н Шпаковский,ст-ца Новомарьевская,ул Свердлова,д 44;;
4145;STORE_4145;обл Новгородская,р-н Новгородский,д Борки,ул Заверяжская,д 1;;
4146;STORE_4146;Респ Крым,р-н Раздольненский,с Ручьи,ул Титова,д 6;;
4147;STORE_4147;обл Кемеровская,г Анжеро-Судженск,ул Гурьевская,д 2;;
4148;STORE_4148;Респ Крым,р-н Джанкойский,с Лобаново,ул Ленина,д 3;;
4149;STORE_4149;край Алтайский,р-н Новичихинский,с Новичиха,ул Красноармейская,д 18;;
4150;STORE_4150;обл Кемеровская,г Белово,пгт Новый Городок,ул Киевская,д 50а;;
4151;STORE_4151;обл Московская,г.о. Мытищи,с Марфино,ул Ильинская,стр 28;;"электричка до ст. «Катуар» (Савёловское направление), далее на автобусе № 37 до ост. «Школа»; от ст. м. «Алтуфьево» на маршр. такси № 419 или № 420 до ост. «Марфино»"
4152;STORE_4152;обл Московская,г Химки,мкр Фирсановка,ул Речная,д 12;;
4153;STORE_4153;край Ставропольский,р-н Шпаковский,п Цимлянский,ул Ленина,д 10;;
4154;STORE_4154;край Ставропольский,р-н Георгиевский,ст-ца Александрийская,пер Комсомольский,д 9;;
4155;STORE_4155;г Москва,г Москва,ул Краснодонская,д 24;;
4156;STORE_4156;АО Ханты-Мансийский Автономный округ - Югра,р-н Кондинский,пгт Междуреченский,ул Волгоградская,д 11;;
4157;STORE_4157;край Краснодарский,р-н Усть-Лабинский,п Двубратский,ул Пионерская,д 2;;
4158;STORE_4158;Респ Крым,р-н Красноперекопский,с Ишунь,ул Ленина,д 46;;
4159;STORE_4159;Респ Крым,р-н Раздольненский,с Зимино,ул Ленина,д 1Г;;
4160;STORE_4160;Респ Крым,р-н Раздольненский,с Чернышево,ул Кирова,д 6Б;;
4161;STORE_4161;обл Московская,г Шатура,д Левошево,д 37А;;
4162;STORE_4162;Респ Крым,р-н Раздольненский,пгт Раздольное,ул Ленина,д 39;;
4163;STORE_4163;Респ Крым,р-н Красноперекопский,с Долинка,ул Огородняя,д 1;;
4164;STORE_4164;Респ Крым,р-н Красноперекопский,с Братское,ул Ленина,д 16;;
4165;STORE_4165;Респ Крым,р-н Раздольненский,с Серебрянка,ул Виноградная,д 2;;
4166;STORE_4166;Респ Крым,р-н Красноперекопский,с Пятихатка,ул Северо-Крымская,д 36;;
4167;STORE_4167;край Ставропольский,р-н Буденновский,с Архиповское,ул Советская,д 141;;
4168;STORE_4168;обл Кемеровская,р-н Таштагольский,г Таштагол,ул Геологическая,д 66;;
4169;STORE_4169;край Краснодарский,г Краснодар,ст-ца Старокорсунская,ул Красная,д 27/1;;
4170;STORE_4170;край Ставропольский,р-н Новоалександровский,с Раздольное,ул Ленина,д 72;;
4171;STORE_4171;обл Владимирская,г Муром,ул Льва Толстого,д 23;;
4172;STORE_4172;обл Новгородская,р-н Валдайский,г Валдай,ул Труда,д 18;;
4173;STORE_4173;обл Кемеровская,г Полысаево,ул Покрышкина,д 7А;;
4174;STORE_4174;АО Ямало-Ненецкий,р-н Пуровский,г Тарко-Сале,ул Мира,д 7;;
4175;STORE_4175;край Алтайский,р-н Крутихинский,с Крутиха,ул Ленинградская,д 33;;
4176;STORE_4176;обл Кемеровская,г Новокузнецк,ул Макеевская,д 6А;;
4177;STORE_4177;обл Кемеровская,г Новокузнецк,ул Покрышкина,д 4;;
4178;STORE_4178;обл Челябинская,р-н Красноармейский,п Мирный,ул Октябрьская,д 6;;
4179;STORE_4179;обл Челябинская,р-н Красноармейский,с Шумово,ул Советская,д 4;;
4180;STORE_4180;обл Владимирская,р-н Суздальский,с Омутское,ул Молодежная,д 3;;
4181;STORE_4181;обл Владимирская,р-н Суздальский,с Весь,ул Центральная,д 57;;
4182;STORE_4182;Респ Крым,р-н Красногвардейский,с Зерновое,ул Юбилейная,д 35;;
4183;STORE_4183;край Ставропольский,р-н Советский,с Горькая Балка,пл Центральная,д 1;;
4184;STORE_4184;обл Владимирская,р-н Суздальский,с Крапивье,ул Центральная,д 52;;
4185;STORE_4185;Респ Крым,р-н Красноперекопский,с Рисовое,ул Школьная,д 6;;
4186;STORE_4186;край Ставропольский,р-н Шпаковский,с Сенгилеевское,ул Пирогова,д 34Б;;
4187;STORE_4187;край Ставропольский,р-н Новоалександровский,ст-ца Расшеватская,ул Ленина,д 54;;
4188;STORE_4188;обл Кемеровская,г Междуреченск,ул Весенняя,д 9;;
4189;STORE_4189;обл Челябинская,р-н Октябрьский,с Октябрьское,ул Ленина,д 48;;
4190;STORE_4190;край Алтайский,г Новоалтайск,ул Деповская,д 19А;;
4191;STORE_4191;край Ставропольский,р-н Георгиевский,п Новоульяновский,ул Кооперативная,д 1;;
4192;STORE_4192;Респ Крым,р-н Красноперекопский,с Трактовое,ул Ворошилова,д 41А;;
4193;STORE_4193;Респ Крым,р-н Красноперекопский,с Танковое,ул Днепровская,д 6А;;
4194;STORE_4194;Респ Крым,р-н Красноперекопский,с Пролетарка,ул Садовая,д 14А;;
4195;STORE_4195;Респ Чеченская,р-н Сунженский,с Серноводское,ул Висаитова М.А.,д 6;;
4196;STORE_4196;Респ Крым,р-н Красноперекопский,с Новониколаевка,ул Кирова,д 28А;;
4197;STORE_4197;Респ Крым,р-н Красноперекопский,с Зеленая Нива,ул Щорса,д 1В;;
4198;STORE_4198;Респ Крым,р-н Красноперекопский,с Совхозное,ул Зеленая,д 5А;;
4199;STORE_4199;край Ставропольский,р-н Буденновский,с Новая Жизнь,ул Кировская,д 18Г;;
4200;STORE_4200;Респ Крым,р-н Красноперекопский,с Магазинка,ул Севастопольская,д 10Б;;
4201;STORE_4201;Респ Крым,р-н Красноперекопский,с Вишневка,ул Ленина,д 67;;
4202;STORE_4202;край Камчатский,г Петропавловск-Камчатский,ул Космонавтов,д 43;;
4203;STORE_4203;Респ Крым,р-н Сакский,с Штормовое,ул Ленина,д 1;;
4204;STORE_4204;Респ Крым,р-н Сакский,с Суворовское,ул Суворовская,д 1;;
4205;STORE_4205;Респ Крым,р-н Сакский,с Столбовое,ул Советская,д 14;;
4206;STORE_4206;край Краснодарский,р-н Ейский,п Заводской,ул Мира,д 39;;
4207;STORE_4207;край Ставропольский,р-н Шпаковский,х Демино,ул Советская,д 29;;
4208;STORE_4208;край Ставропольский,р-н Георгиевский,п Нижнезольский,ул Школьная,д 24;;
4209;STORE_4209;обл Тульская,р-н Куркинский,рп Куркино,ул Октябрьская,д 41А;;
4210;STORE_4210;г Москва,г Москва,б-р Маршала Рокоссовского,д 3;;вход со двора
4211;STORE_4211;Респ Башкортостан,р-н Бирский,с Силантьево,ул Восточная,д 19;;
4212;STORE_4212;край Краснодарский,р-н Ейский,п Октябрьский,ул Мира,д 38Б;;
4213;STORE_4213;обл Новгородская,г Великий Новгород,ул Большая Московская,д 37/9;;
4214;STORE_4214;Респ Крым,р-н Красноперекопский,с Новопавловка,ул Набережная,д 3;;
4215;STORE_4215;Респ Башкортостан,р-н Бирский,с Старобазаново,ул Попова,д 11;;
4216;STORE_4216;Респ Башкортостан,р-н Бирский,с Питяково,ул Мира,д 31А;;
4217;STORE_4217;Респ Хакасия,г Абакан,ул Запорожская,д 1;;
4218;STORE_4218;Респ Крым,р-н Сакский,с Ильинка,ул Ленина,д 20;;
4219;STORE_4219;Респ Крым,р-н Сакский,с Сизовка,ул Садовая,д 2;;
4220;STORE_4220;Респ Крым,р-н Сакский,с Ромашкино,ул Интернациональная,д 52;;
4221;STORE_4221;Респ Крым,р-н Сакский,с Орехово,пл им. В.В. Степанова,д 1;;
4222;STORE_4222;Респ Крым,р-н Сакский,с Митяево,ул Верхняя,д 2;;
4223;STORE_4223;Респ Крым,р-н Красноперекопский,с Воинка,ул Ленина,д 54;;
4224;STORE_4224;край Краснодарский,р-н Кореновский,г Кореновск,ул Красная,д 29;;
4225;STORE_4225;Респ Крым,р-н Красноперекопский,с Ильинка,ул Конституции,д 4А;;
4226;STORE_4226;Респ Крым,р-н Красноперекопский,с Орловское,ул Кирова,д 35;;
4227;STORE_4227;Респ Крым,р-н Красноперекопский,с Красноармейское,ул Беловодова,д 1А;;маршр. «Симферополь – Красноперекопск – Красноармейское
4228;STORE_4228;Респ Башкортостан,р-н Бирский,с Печенкино,ул Советская,д 12;;
4229;STORE_4229;Респ Башкортостан,р-н Бирский,с Осиновка,ул Овчинникова,д 8;;
4230;STORE_4230;АО Ямало-Ненецкий,р-н Пуровский,с Самбург,ул Речная,д 24;;
4231;STORE_4231;край Ставропольский,р-н Советский,с Правокумское,ул Ленина,д 45;;
4232;STORE_4232;обл Владимирская,р-н Суздальский,с Гавриловское,ул Красная,д 8;;
4233;STORE_4233;обл Владимирская,р-н Суздальский,с Торчино,ул Никольская,д 27;;
4234;STORE_4234;обл Владимирская,р-н Суздальский,с Красное,ул Центральная,д 58;;
4235;STORE_4235;обл Владимирская,р-н Суздальский,с Туртино,ул Совхозная,д 1;;
4236;STORE_4236;обл Владимирская,р-н Гусь-Хрустальный,п Великодворский,ул Ленина,д 3;;
4237;STORE_4237;Респ Крым,р-н Раздольненский,с Ковыльное,ул Садовая,д 18;;
4238;STORE_4238;Респ Башкортостан,р-н Бирский,с Николаевка,ул Октябрьская,д 33;;
4239;STORE_4239;Респ Башкортостан,р-н Бирский,с Кусекеево,ул Новостройки,д 9;;
4240;STORE_4240;обл Нижегородская,р-н Варнавинский,п Черемушки,ул Советская,д 11;;
4241;STORE_4241;обл Нижегородская,р-н Варнавинский,п Северный,ул Победы,д 3;;
4242;STORE_4242;обл Нижегородская,р-н Варнавинский,с Богородское,ул Советская,д 38;;
4243;STORE_4243;край Ставропольский,р-н Левокумский,с Владимировка,ул Лыхова,д 16;;
4244;STORE_4244;обл Нижегородская,г Нижний Новгород,ул Котова,д 2;;
4245;STORE_4245;Респ Крым,г Джанкой,ул Ленина,д 45/2;;
4246;STORE_4246;Респ Крым,р-н Сакский,с Лесновка,ул Школьная,д 2;;
4247;STORE_4247;Респ Крым,р-н Сакский,с Кольцово,пр-кт Мира,д 6;;
4248;STORE_4248;Респ Крым,р-н Сакский,с Добрушино,ул Школьная,д 28;;
4249;STORE_4249;Респ Крым,р-н Сакский,с Зерновое,ул Советская,д 4;;
4250;STORE_4250;край Ставропольский,р-н Нефтекумский,аул Абрам-Тюбе,ул Курманалиева,д 32;;
4251;STORE_4251;обл Самарская,г Похвистнево,ул Ленинградская,д 2;;
4252;STORE_4252;Респ Крым,р-н Сакский,с Геройское,ул Ершова,д 52;;
4253;STORE_4253;край Ставропольский,р-н Нефтекумский,аул Тукуй-Мектеб,ул Эдиге,д 35А;;
4254;STORE_4254;обл Калининградская,р-н Озерский,г Озерск,ул Московская,д 1;;
4255;STORE_4255;обл Тверская,г Кимры,ул Вагжанова,д 3;;
4256;STORE_4256;Респ Крым,р-н Белогорский,г Белогорск,ул Луначарского,д 37;;
4257;STORE_4257;обл Кировская,р-н Слободской,с Ильинское,ул Шутова,д 12;;
4258;STORE_4258;Респ Крым,р-н Сакский,с Виноградово,ул Ленина,д 24;;
4259;STORE_4259;Респ Крым,р-н Сакский,с Веселовка,пер Школьный,д 17;;
4260;STORE_4260;Респ Крым,р-н Сакский,с Карьерное,ул Горная,д 7А;;
4261;STORE_4261;край Алтайский,р-н Кулундинский,с Кулунда,ул Советская,д 28;;
4262;STORE_4262;обл Московская,г Пущино,пр-кт Науки,д 2;;
4263;STORE_4263;обл Московская,г Пущино,мкр АБ,д 4А;;
4264;STORE_4264;обл Самарская,р-н Хворостянский,с Новотулка,ул Советская,д 35;;
4265;STORE_4265;обл Самарская,р-н Хворостянский,с Студенцы,ул Новый поселок,д 3;;
4266;STORE_4266;Респ Крым,р-н Сакский,с Фрунзе,ул Гагарина,д 2А;;
4267;STORE_4267;край Ставропольский,р-н Советский,с Отказное,ул Мостовая,д 5;;
4268;STORE_4268;Респ Крым,р-н Сакский,пгт Новофедоровка,ул Марченко,д 1;;
4269;STORE_4269;Респ Крым,р-н Сакский,с Уютное,ул Садовая,д 44;;
4270;STORE_4270;Респ Крым,р-н Сакский,с Крымское,пл Центральная им М.П.Ушакова,д 2;;
4271;STORE_4271;край Ставропольский,р-н Новоалександровский,г Новоалександровск,ул Ленина,д 101;;
4272;STORE_4272;край Ставропольский,р-н Изобильненский,ст-ца Староизобильная,ул Мира,д 60;;
4273;STORE_4273;край Ставропольский,р-н Шпаковский,с Пелагиада,ул Ленина,д 67;;
4274;STORE_4274;обл Нижегородская,р-н Варнавинский,с Новоникольское,ул Центральная,д 41;;
4275;STORE_4275;обл Нижегородская,р-н Варнавинский,с Макарий,ул Молодежная,д 19;;
4276;STORE_4276;обл Нижегородская,р-н Варнавинский,п Красный Луч,ул Ленинская,д 8;;
4277;STORE_4277;обл Нижегородская,р-н Варнавинский,д Зверниха,д 45;;
4278;STORE_4278;обл Нижегородская,р-н Варнавинский,д Антониха,ул Хмелевская,д 21;;
4279;STORE_4279;обл Нижегородская,р-н Варнавинский,с Горки,ул Молодежная,д 17;;
4280;STORE_4280;обл Липецкая,р-н Лев-Толстовский,п Лев Толстой,ул Володарского,д 24;;
4281;STORE_4281;край Ставропольский,р-н Нефтекумский,п Зимняя Ставка,ул Новая,д 15;;
4282;STORE_4282;край Ставропольский,р-н Шпаковский,с Татарка,ул Минина,д 2А;;
4283;STORE_4283;обл Самарская,р-н Хворостянский,п Соловьево,ул Полевая,д 16;;
4284;STORE_4284;обл Самарская,р-н Хворостянский,п Прогресс,ул Молодежная,д 5;;
4285;STORE_4285;обл Самарская,р-н Хворостянский,п Масленниково,ул Советская,д 3;;
4286;STORE_4286;обл Самарская,р-н Хворостянский,п Высотино,ул Лесная,д 21;;
4287;STORE_4287;обл Ярославская,р-н Даниловский,д Макарово (Слободская с/а),ул Вологодская,д 11;;
4288;STORE_4288;АО Ханты-Мансийский Автономный округ - Югра,г Нягань,ул Пионерская,д 2;;
4289;STORE_4289;обл Самарская,р-н Хворостянский,с Елань,ул Неверова,д 21;;
4290;STORE_4290;ао Ханты-Мансийский Автономный округ - Югра,г Урай,мкр 1А,д 73;;
4291;STORE_4291;обл Воронежская,р-н Грибановский,пгт Грибановский,ул Ленинская,д 78;;
4292;STORE_4292;край Ставропольский,р-н Апанасенковский,с Дивное,ул Советская,д 43;;
4293;STORE_4293;обл Рязанская,р-н Кораблинский,с Семион,ул Набережная,д 3;;
4294;STORE_4294;обл Тверская,р-н Торопецкий,г Торопец,ул Советская,д 36;;
4295;STORE_4295;обл Владимирская,р-н Муромский,с Панфилово,ул Октябрьская,д 4В;;
4296;STORE_4296;обл Самарская,р-н Кинель-Черкасский,с Тимашево,д 31;;
4297;STORE_4297;край Краснодарский,р-н Новокубанский,х Кирова,ул Мира,д 26;;
4298;STORE_4298;обл Самарская,р-н Приволжский,с Приволжье,ул 50 лет Октября,д 2;;
4299;STORE_4299;край Хабаровский,г Бикин,ул Первомайская,д 13;;ост. «Кинотеатр «Октябрь»
4300;STORE_4300;обл Липецкая,р-н Добринский,п Добринка,ул Ленинская,д 4;;
4301;STORE_4301;обл Московская,р-н Ногинский,г Ногинск,ул Воздушных Десантников,д 22;;
4302;STORE_4302;край Ставропольский,р-н Нефтекумский,с Каясула,ул Советская,д 43Г;;
4303;STORE_4303;г Москва,г Москва,пр-кт Свободный,д 19;;
4304;STORE_4304;обл Ярославская,р-н Угличский,г Углич,б-р Красноармейский,д 3;;
4305;STORE_4305;обл Тверская,г Кимры,ул Коммунистическая,д 8;;
4306;STORE_4306;обл Калужская,р-н Юхновский,г Юхнов,ул Ленина,д 36;;
4307;STORE_4307;обл Московская,р-н Шатурский,с Дмитровский Погост,ул Пролетарская,д 1;;
4308;STORE_4308;край Краснодарский,р-н Тимашевский,х Беднягина,пер Юбилейный,д 5;;
4309;STORE_4309;обл Смоленская,р-н Краснинский,пгт Красный,ул Советская,д 17;;
4310;STORE_4310;обл Нижегородская,г Шахунья,рп Вахтан,ул Карповская,д 20А;;
4311;STORE_4311;обл Ростовская,р-н Семикаракорский,ст-ца Кочетовская,ул Студенческая,д 28;;
4312;STORE_4312;край Красноярский,г Дивногорск,ул Комсомольская,д 6;;
4313;STORE_4313;обл Сахалинская,р-н Южно-Курильский,пгт Южно-Курильск,кв-л Ильичева,д 4А;;
4314;STORE_4314;край Краснодарский,г Армавир,ул Кирова,д 53;;
4315;STORE_4315;обл Кировская,р-н Лузский,г Луза,ул Маяковского,д 52;;
4316;STORE_4316;обл Кировская,р-н Слободской,г Слободской,ул Вятский тракт,д 7;;
4317;STORE_4317;край Ставропольский,р-н Нефтекумский,х Андрей-Курган,ул Правобережная,д 4А;;
4318;STORE_4318;край Красноярский,р-н Нижнеингашский,пгт Нижний Ингаш,ул Зеленая,д 18;;
4319;STORE_4319;обл Амурская,р-н Константиновский,с Константиновка,ул Ленина,д 84;;
4320;STORE_4320;обл Нижегородская,р-н Воротынский,с Семьяны,ул Садовая,д 1Б;;
4321;STORE_4321;край Ставропольский,р-н Александровский,с Садовое,ул Ленина,д 165;;
4322;STORE_4322;Респ Удмуртская,г Сарапул,ул Гоголя,д 30А;;
4323;STORE_4323;обл Сахалинская,р-н Южно-Курильский,с Малокурильское,ул Спортивная,д 1;;
4324;STORE_4324;обл Самарская,р-н Шигонский,п Береговой,ул Торговая,д 3;;
4325;STORE_4325;обл Нижегородская,г Бор,п Память Парижской Коммуны (ППК с/с),ул Ленина,д 16;;
4326;STORE_4326;обл Нижегородская,г Бор,с Кантаурово (Кантауровский с/с),ул Совхозная,д 20А;;
4327;STORE_4327;обл Нижегородская,г Бор,ул Интернациональная,д 26;;
4328;STORE_4328;обл Владимирская,р-н Александровский,г Александров,ул Свердлова,д 37;;
4329;STORE_4329;обл Нижегородская,р-н Бутурлинский,рп Бутурлино,ул Ленина,д 105;;
4330;STORE_4330;г Санкт-Петербург,г Петергоф,ул Царицынская,д 2;;
4331;STORE_4331;край Ставропольский,р-н Левокумский,п Заря,ул Красная,д 10;;
4332;STORE_4332;обл Московская,р-н Орехово-Зуевский,п Верея;;
4333;STORE_4333;край Ставропольский,р-н Георгиевский,ст-ца Урухская,ул Пионерская,д 36;;
4334;STORE_4334;обл Калужская,р-н Козельский,г Козельск,ул Советская Б.,д 66;;
4335;STORE_4335;обл Нижегородская,р-н Краснооктябрьский,с Уразовка,ул Кооперативная,д 45;;
4336;STORE_4336;край Красноярский,р-н Шушенский,пгт Шушенское,ул Первомайская,д 1;;
4337;STORE_4337;край Красноярский,р-н Минусинский,с Селиваниха,ул Набережная,д 16;;
4338;STORE_4338;обл Нижегородская,р-н Ковернинский,рп Ковернино,ул Карла Маркса,д 26;;
4339;STORE_4339;обл Нижегородская,р-н Большеболдинский,с Большое Болдино,ул Восточная,д 2А;;
4340;STORE_4340;Респ Хакасия,г Абакан,пр-кт Ленина,д 69;;
4341;STORE_4341;край Алтайский,г Рубцовск,пр-кт Ленина,д 7;;
4342;STORE_4342;Респ Крым,р-н Раздольненский,с Кумово,ул 40 лет Победы,д 42;;
4343;STORE_4343;обл Самарская,р-н Шигонский,с Маза,ул Калинина,д 44;;
4344;STORE_4344;обл Нижегородская,р-н Воротынский,рп Воротынец,ул Свободы,д 6;;
4345;STORE_4345;обл Нижегородская,г Нижний Новгород,ул Коминтерна,д 244;;
4346;STORE_4346;обл Нижегородская,г Нижний Новгород,ул Большая Покровская,д 39А;;
4347;STORE_4347;обл Тверская,г Ржев,ул Чайковского,д 2;;
4348;STORE_4348;обл Владимирская,р-н Селивановский,п Красная Горбатка,ул Пролетарская,д 3;;
